8.000000000000000000e+00 2.700000000000000000e+01
1.280000000000000000e+02 9.400000000000000000e+01
2.480000000000000000e+02 1.580000000000000000e+02
3.680000000000000000e+02 2.160000000000000000e+02
4.880000000000000000e+02 2.710000000000000000e+02
6.080000000000000000e+02 3.220000000000000000e+02
7.280000000000000000e+02 3.690000000000000000e+02
8.480000000000000000e+02 4.140000000000000000e+02
9.680000000000000000e+02 4.550000000000000000e+02
1.088000000000000000e+03 4.930000000000000000e+02
1.208000000000000000e+03 5.290000000000000000e+02
1.328000000000000000e+03 5.630000000000000000e+02
1.448000000000000000e+03 5.940000000000000000e+02
1.568000000000000000e+03 6.230000000000000000e+02
1.688000000000000000e+03 6.500000000000000000e+02
1.816000000000000000e+03 6.770000000000000000e+02
1.936000000000000000e+03 7.000000000000000000e+02
2.056000000000000000e+03 7.220000000000000000e+02
2.176000000000000000e+03 7.430000000000000000e+02
2.296000000000000000e+03 7.620000000000000000e+02
2.416000000000000000e+03 7.790000000000000000e+02
2.536000000000000000e+03 7.960000000000000000e+02
2.656000000000000000e+03 8.110000000000000000e+02
2.776000000000000000e+03 8.250000000000000000e+02
2.896000000000000000e+03 8.390000000000000000e+02
3.016000000000000000e+03 8.510000000000000000e+02
3.136000000000000000e+03 8.630000000000000000e+02
3.256000000000000000e+03 8.740000000000000000e+02
3.376000000000000000e+03 8.840000000000000000e+02
3.496000000000000000e+03 8.930000000000000000e+02
3.616000000000000000e+03 9.020000000000000000e+02
3.736000000000000000e+03 9.110000000000000000e+02
3.856000000000000000e+03 9.180000000000000000e+02
3.976000000000000000e+03 9.250000000000000000e+02
4.096000000000000000e+03 9.320000000000000000e+02
4.216000000000000000e+03 9.380000000000000000e+02
4.336000000000000000e+03 9.440000000000000000e+02
4.456000000000000000e+03 9.490000000000000000e+02
4.576000000000000000e+03 9.540000000000000000e+02
4.696000000000000000e+03 9.590000000000000000e+02
4.816000000000000000e+03 9.630000000000000000e+02
4.936000000000000000e+03 9.670000000000000000e+02
5.056000000000000000e+03 9.710000000000000000e+02
5.176000000000000000e+03 9.740000000000000000e+02
5.296000000000000000e+03 9.780000000000000000e+02
5.416000000000000000e+03 9.810000000000000000e+02
5.536000000000000000e+03 9.840000000000000000e+02
5.656000000000000000e+03 9.860000000000000000e+02
5.776000000000000000e+03 9.890000000000000000e+02
5.896000000000000000e+03 9.910000000000000000e+02
6.016000000000000000e+03 9.930000000000000000e+02
6.136000000000000000e+03 9.950000000000000000e+02
6.256000000000000000e+03 9.970000000000000000e+02
6.376000000000000000e+03 9.990000000000000000e+02
6.496000000000000000e+03 1.001000000000000000e+03
6.616000000000000000e+03 1.002000000000000000e+03
6.736000000000000000e+03 1.004000000000000000e+03
6.856000000000000000e+03 1.005000000000000000e+03
6.976000000000000000e+03 1.006000000000000000e+03
7.096000000000000000e+03 1.007000000000000000e+03
7.216000000000000000e+03 1.008000000000000000e+03
7.336000000000000000e+03 1.009000000000000000e+03
7.456000000000000000e+03 1.010000000000000000e+03
7.576000000000000000e+03 1.011000000000000000e+03
7.704000000000000000e+03 9.940000000000000000e+02
7.824000000000000000e+03 9.260000000000000000e+02
7.944000000000000000e+03 8.630000000000000000e+02
8.064000000000000000e+03 8.040000000000000000e+02
8.184000000000000000e+03 7.490000000000000000e+02
8.304000000000000000e+03 6.980000000000000000e+02
8.424000000000000000e+03 6.510000000000000000e+02
8.544000000000000000e+03 6.070000000000000000e+02
8.664000000000000000e+03 5.660000000000000000e+02
8.784000000000000000e+03 5.270000000000000000e+02
8.904000000000000000e+03 4.920000000000000000e+02
9.024000000000000000e+03 4.580000000000000000e+02
9.144000000000000000e+03 4.270000000000000000e+02
9.264000000000000000e+03 3.980000000000000000e+02
9.384000000000000000e+03 3.710000000000000000e+02
9.504000000000000000e+03 3.460000000000000000e+02
9.624000000000000000e+03 3.220000000000000000e+02
9.744000000000000000e+03 3.000000000000000000e+02
9.864000000000000000e+03 2.800000000000000000e+02
9.984000000000000000e+03 2.610000000000000000e+02
1.010400000000000000e+04 2.430000000000000000e+02
1.022400000000000000e+04 2.260000000000000000e+02
1.034400000000000000e+04 2.110000000000000000e+02
1.046400000000000000e+04 1.970000000000000000e+02
1.058400000000000000e+04 1.830000000000000000e+02
1.070400000000000000e+04 1.710000000000000000e+02
1.082400000000000000e+04 1.540000000000000000e+02
1.100000000000000000e+04 1.440000000000000000e+02
1.114000000000000000e+04 1.330000000000000000e+02
1.125600000000000000e+04 1.240000000000000000e+02
1.137600000000000000e+04 1.160000000000000000e+02
1.149600000000000000e+04 1.080000000000000000e+02
1.161600000000000000e+04 1.000000000000000000e+02
1.173600000000000000e+04 9.300000000000000000e+01
1.185600000000000000e+04 8.700000000000000000e+01
1.197600000000000000e+04 8.100000000000000000e+01
1.211200000000000000e+04 7.500000000000000000e+01
1.223200000000000000e+04 7.000000000000000000e+01
1.235200000000000000e+04 6.500000000000000000e+01
1.247200000000000000e+04 6.000000000000000000e+01
1.259200000000000000e+04 5.600000000000000000e+01
1.271200000000000000e+04 5.200000000000000000e+01
1.283200000000000000e+04 4.900000000000000000e+01
1.295200000000000000e+04 4.500000000000000000e+01
1.307200000000000000e+04 4.200000000000000000e+01
1.319200000000000000e+04 3.900000000000000000e+01
1.331200000000000000e+04 3.600000000000000000e+01
1.343200000000000000e+04 3.400000000000000000e+01
1.355200000000000000e+04 3.100000000000000000e+01
1.367200000000000000e+04 2.900000000000000000e+01
1.379200000000000000e+04 2.700000000000000000e+01
1.391200000000000000e+04 2.500000000000000000e+01
1.403200000000000000e+04 2.300000000000000000e+01
1.415200000000000000e+04 2.200000000000000000e+01
1.427200000000000000e+04 2.000000000000000000e+01
1.439200000000000000e+04 1.900000000000000000e+01
1.451200000000000000e+04 1.700000000000000000e+01
1.463200000000000000e+04 1.600000000000000000e+01
1.475200000000000000e+04 1.500000000000000000e+01
1.487200000000000000e+04 1.400000000000000000e+01
1.499200000000000000e+04 1.300000000000000000e+01
1.511200000000000000e+04 1.200000000000000000e+01
1.523200000000000000e+04 1.100000000000000000e+01
1.535200000000000000e+04 1.000000000000000000e+01
